POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,CAPACITY,SOURCE
Trametes pubescens alginate-immobilized biomass,Congo Red,7.0,100.0,121.45,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,8.0,100.0,87.12,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,9.0,100.0,66.23,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,10.0,100.0,30.2,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,25.0,156.51,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,50.0,377.56,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,60.0,411.15,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,80.0,465.32,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100.0,495.24,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,120.0,483.36,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,150.0,402.37,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,180.0,282.21,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,200.0,135.38,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100.0,507.74,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100.0,531.52,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100.0,548.19,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100.0,534.51,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100.0,507.84,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100.0,456.65,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100.0,348.82,Ann Microbiol (2015) 65:411-421
CuO/PANI,Pb(II),2.0,25.0,90.86,https://doi.org/10.1038/s41598-024-81970-2
CuO/PANI,Pb(II),2.0,100.0,256.39,https://doi.org/10.1038/s41598-024-81970-2
CuO/PANI,Pb(II),2.0,125.0,322.844,https://doi.org/10.1038/s41598-024-81970-2
PANI,methyl orange,7.0,120.0,82.1,https://doi.org/10.33263/BRIAC121.893909
Ti/PANI,methyl orange,7.0,120.0,103.1,https://doi.org/10.33263/BRIAC121.893909
Ti(N)/PANI,methyl orange,7.0,120.0,101.6,https://doi.org/10.33263/BRIAC121.893909
Ti(Cu)/PANI,methyl orange,7.0,120.0,102.5,https://doi.org/10.33263/BRIAC121.893909
PVA,Congo red,1.0,75.0,18.44,10.24845/ijfac.v10.i2.117
chitosan modified with epichlorohydrin (second trial) and 1-methylimidazole (biopolymer IV),Ag(I),6.7,12.91,30.9,Table 2
unmodified chitosan crosslinked with glutaraldehyde (biopolymer I),Ag(I),6.7,12.91,11.4,Table 2
coconut husk cellulose,methylene blue,7.0,30.0,2.9034,10.4236/msce.2024.122001
polyethyleneimine,Cr(VI),4.0,50.0,44.33,10.15244/pjoes/188595
polyethyleneimine,Cr(VI),4.0,80.0,49.65,10.15244/pjoes/188595
polyethyleneimine,Cr(VI),4.0,50.22,29.53,10.15244/pjoes/188595
polyethyleneimine,Cr(VI),4.0,50.22,27.76,10.15244/pjoes/188595
polyethyleneimine,Cr(VI),4.0,50.22,23.01,10.15244/pjoes/188595
PET,Brilliant Green,7.0,7.5,1.89,RSC Adv.
PET,Brilliant Green,7.0,7.5,0.81,RSC Adv.
poly(m-aminobenzoic acid),Pt(IV),4.0,10.0,0.893,Öztürk et al. 2020 SN Applied Sciences
poly(m-aminobenzoic acid),Pt(IV),4.0,15.0,1.157,Öztürk et al. 2020 SN Applied Sciences
poly(m-aminobenzoic acid),Pt(IV),4.0,20.0,1.417,Öztürk et al. 2020 SN Applied Sciences
poly(m-aminobenzoic acid),Pt(IV),4.0,30.0,1.928,Öztürk et al. 2020 SN Applied Sciences
poly(m-aminobenzoic acid),Pt(IV),4.0,40.0,2.082,Öztürk et al. 2020 SN Applied Sciences
chitosan-glutaraldehyde,Direct Blue 71,4.0,15.0,125.89,Lopez-Cervantes et al. 2018
chitosan-glutaraldehyde,Direct Blue 71,4.0,15.0,93.5,Lopez-Cervantes et al. 2018
chitosan-glutaraldehyde,Direct Blue 71,4.0,15.0,106.15,Lopez-Cervantes et al. 2018
chitosan-glutaraldehyde,Direct Blue 71,4.0,15.0,102.31,Lopez-Cervantes et al. 2018
chitosan-glutaraldehyde,Direct Blue 71,4.0,15.0,63.56,Lopez-Cervantes et al. 2018
chitosan-glutaraldehyde,Direct Blue 71,4.0,30.0,209.81,Lopez-Cervantes et al. 2018
chitosan-glutaraldehyde,Direct Blue 71,4.0,50.0,343.59,Lopez-Cervantes et al. 2018
MLDH-NH2@PANI,Cr(VI),3.0,50.0,205.2,Kinetic experiment (Qe
PEG,Pb(II),7.0,30.0,13.717,10.5829/ije.2025.38.02b.07
PEG,Cu(II),7.0,30.0,37.175,10.5829/ije.2025.38.02b.07
PEG,Cu(II),7.0,30.0,2.39,10.5829/ije.2025.38.02b.07
PVA,tetracycline,2.0,100.0,12.6,DOI:10.2478/eces-2021-0021
PVA,tetracycline,8.0,100.0,7.8,DOI:10.2478/eces-2021-0021
PVA,tetracycline,12.0,100.0,9.55,DOI:10.2478/eces-2021-0021
PVA,tetracycline,3.0,100.0,8.55,DOI:10.2478/eces-2021-0021
PVA,tetracycline,3.0,800.0,75.5,DOI:10.2478/eces-2021-0021
PPy–SD,Cr(VI),5.0,100.0,3.4,109
PPy/SH-beta/MCM-41,Hg(II),8.0,400.0,157.43,49
chitosan,methylene blue,6.2,20.0,14.02,Priyanga et al. 2026
chitosan,methylene blue,6.2,40.0,21.08,Priyanga et al. 2026
chitosan,methylene blue,6.2,60.0,17.48,Priyanga et al. 2026
